structure,n_imzw,variant,n_wat,monomer_index,monomer_species,contact_class,contact_type,contact_detail,contact_distance_A,contact_angle_deg,contact_angle_atoms,contact_matched,contact_status,run0,run8,run102,run110,run110.mmsolvent
IMZW8_1_WAT4,8,1,4,1,Wat,OH...pi(N9),OH...pi,H1...N9,3.0778106900369946,120.87615743740338,O-H1-N9,OH...pi(N9);CH...O(C3);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-4.0318000000000005,0.4277999999999338,0.301635549927596,0.5329000000001543,-4.0318000000000005
IMZW8_1_WAT5,8,1,5,0,ImH,NH...O,NH...O,H6...O,2.0202393510675907,137.6553932957754,N9-H6-O,NH...O;CH...O(C3);OH...pi(C3),ok,0.25329999999999986,-0.7164999999995416,0.22200688306475058,-0.3166000000001077,-0.3166000000001077
IMZW8_1_WAT5,8,1,5,1,Wat,NH...O,NH...O,H6...O,2.0202393510675907,137.6553932957754,N9-H6-O,NH...O;CH...O(C3);OH...pi(C3),ok,-2.4649,0.36459999999988213,0.24748886433371808,0.45440000000007785,-2.4649
IMZW8_1_WAT6,8,1,6,0,ImH,CH...O(C3),CH...O,H7...O,2.6797492930158597,138.8540480822812,C3-H7-O,CH...O(C3);OH...pi(C3),ok,0.25329999999999986,-0.7164999999995416,0.22200688367593102,-0.3166000000001077,-0.3166000000001077
IMZW8_1_WAT6,8,1,6,1,Wat,CH...O(C3),CH...O,H7...O,2.6797492930158597,138.8540480822812,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.7717,0.2982999999999265,0.14730311511084437,0.4394999999999527,-1.7717
IMZW8_1_WAT7,8,1,7,0,ImH,noHbond-close(HH-H7),noHbond-close,H1...H7,2.9674853778824253,,,noHbond-close(HH-H7),ok,0.25329999999999986,-0.7164999999995416,0.22200688492739573,-0.3166000000001077,-0.3166000000001077
IMZW8_1_WAT7,8,1,7,1,Wat,noHbond-close(HH-H7),noHbond-close,H1...H7,2.9674853778824253,,,noHbond-close(HH-H7),ok,-1.0582000000000003,0.32549999999991996,0.19891253390960628,0.4537000000000262,-1.0582000000000003
IMZW8_1_WAT8,8,1,8,0,ImH,OH...N3,OH...N3,H2...N3,1.8143927835873908,159.4323172182269,O-H2-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.25329999999999986,-0.7164999999995416,0.2220068824244663,-0.3166000000001077,-0.3166000000001077
IMZW8_1_WAT8,8,1,8,1,Wat,OH...N3,OH...N3,H2...N3,1.8143927835873908,159.4323172182269,O-H2-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-3.609,0.5335999999997512,0.4287939078567433,0.6075000000000728,-3.609
IMZW9_1_WAT1,9,1,1,0,ImH,CH...O(C3),CH...O,H7...O,3.2636759055901985,149.90620253062946,C3-H7-O,CH...O(C3),ok,0.31999999999999984,-0.7705999999998312,0.3324522057082504,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT1,9,1,1,1,Wat,CH...O(C3),CH...O,H7...O,3.2636759055901985,149.90620253062946,C3-H7-O,CH...O(C3),ok,-2.0991999999999997,0.366099999999733,0.18734549238433829,0.5228000000001884,-2.0991999999999997
IMZW9_1_WAT2,9,1,2,0,ImH,CH...O(C3),CH...O,H7...O,2.71588409482695,119.98719214026694,C3-H7-O,CH...O(C3);OH...pi(C3),ok,0.31999999999999984,-0.7705999999998312,0.33245220509706996,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT2,9,1,2,1,Wat,CH...O(C3),CH...O,H7...O,2.71588409482695,119.98719214026694,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.8490000000000002,0.3714999999997417,0.2365106450743042,0.4810000000002219,-1.8490000000000002
IMZW9_1_WAT3,9,1,3,0,ImH,OH...pi(C3),OH...pi,H1...C3,2.8705989090386694,109.24628327196292,O-H1-C3,OH...pi(C3);OH...pi(C3);OH...pi(N9);OH...pi(N9),ok,0.31999999999999984,-0.7705999999998312,0.3324522044858895,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT3,9,1,3,1,Wat,OH...pi(C3),OH...pi,H1...C3,2.8705989090386694,109.24628327196292,O-H1-C3,OH...pi(C3);OH...pi(C3);OH...pi(N9);OH...pi(N9),ok,-1.0072,0.3029999999998836,0.15735928512731334,0.43440000000009604,-1.0072
IMZW9_1_WAT4,9,1,4,0,ImH,NH...O,NH...O,H6...O,1.9383797394122753,155.4210585188156,N9-H6-O,NH...O;OH...pi(C3);CH...O(C3),ok,0.31999999999999984,-0.7705999999998312,0.3324522075999994,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT4,9,1,4,1,Wat,NH...O,NH...O,H6...O,1.9383797394122753,155.4210585188156,N9-H6-O,NH...O;OH...pi(C3);CH...O(C3),ok,-0.7035,0.2939000000001215,0.11356249858363299,0.45839999999998327,-0.7035
IMZW9_1_WAT5,9,1,5,0,ImH,OH...N3,OH...N3,H1...N3,1.8030635404491435,160.18418617302032,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.31999999999999984,-0.7705999999998312,0.3324522063485347,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT5,9,1,5,1,Wat,OH...N3,OH...N3,H1...N3,1.8030635404491435,160.18418617302032,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-3.4585,0.5513999999998305,0.434908864692261,0.643800000000283,-3.4585
IMZW9_1_WAT6,9,1,6,0,ImH,CH...O(C3),CH...O,H7...O,3.2843862377872064,109.23822588923379,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,0.31999999999999984,-0.7705999999998312,0.33245220509706996,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT6,9,1,6,1,Wat,CH...O(C3),CH...O,H7...O,3.2843862377872064,109.23822588923379,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,-3.468,0.41269999999985885,0.2616464751845342,0.5385000000001128,-3.468
IMZW9_1_WAT7,9,1,7,0,ImH,CH...O(C3),CH...O,H7...O,2.746250390465152,133.77637861551437,C3-H7-O,CH...O(C3);OH...pi(C3),ok,0.31999999999999984,-0.7705999999998312,0.33245220384560525,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT7,9,1,7,1,Wat,CH...O(C3),CH...O,H7...O,2.746250390465152,133.77637861551437,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-0.33590000000000053,0.38610000000016953,0.18788098513323348,0.5880999999999403,-0.33590000000000053
IMZW9_1_WAT8,9,1,8,0,ImH,noHbond-close(HH-H7),noHbond-close,H1...H7,3.3430110710930947,,,noHbond-close(HH-H7),ok,0.31999999999999984,-0.7705999999998312,0.3324522057082504,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT8,9,1,8,1,Wat,noHbond-close(HH-H7),noHbond-close,H1...H7,3.3430110710930947,,,noHbond-close(HH-H7),ok,-3.2272,0.4191000000000713,0.3443496146792313,0.48780000000033397,-3.2272
IMZW9_1_WAT9,9,1,9,0,ImH,CH...O(C3),CH...O,H7...O,3.1819579286492776,103.20455263456473,C3-H7-O,CH...O(C3),ok,0.31999999999999984,-0.7705999999998312,0.33245220509706996,-0.31270000000040454,-0.31270000000040454
IMZW9_1_WAT9,9,1,9,1,Wat,CH...O(C3),CH...O,H7...O,3.1819579286492776,103.20455263456473,C3-H7-O,CH...O(C3),ok,-2.1797000000000004,0.43640000000004875,0.31785731678974116,0.5588999999999942,-2.1797000000000004
IMZW10_1_WAT1,10,1,1,0,ImH,CH...O(C3),CH...O,H7...O,2.8713002930606195,121.70516090673252,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,0.4224999999999999,-0.797099999999773,0.3680299214902334,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT1,10,1,1,1,Wat,CH...O(C3),CH...O,H7...O,2.8713002930606195,121.70516090673252,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,-3.4001,0.5605000000000473,0.3508786217207671,0.7393000000001848,-3.4001
IMZW10_1_WAT2,10,1,2,0,ImH,CH...O(C3),CH...O,H7...O,2.6218118959736603,173.07365207299696,C3-H7-O,CH...O(C3);OH...pi(C3),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT2,10,1,2,1,Wat,CH...O(C3),CH...O,H7...O,2.6218118959736603,173.07365207299696,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-0.8354999999999997,0.29520000000002256,0.15757821376610082,0.42350000000033106,-0.8354999999999997
IMZW10_1_WAT3,10,1,3,0,ImH,noHbond-close(H-N3),noHbond-close,H2...N3,3.407442312649622,,,noHbond-close(H-N3),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT3,10,1,3,1,Wat,noHbond-close(H-N3),noHbond-close,H2...N3,3.407442312649622,,,noHbond-close(H-N3),ok,-0.3532000000000002,0.34720000000015716,0.14648865173512604,0.5365000000001601,-0.3532000000000002
IMZW10_1_WAT4,10,1,4,0,ImH,OH...N3,OH...N3,H2...N3,1.7931735476935857,164.18443536227193,O-H2-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT4,10,1,4,1,Wat,OH...N3,OH...N3,H2...N3,1.7931735476935857,164.18443536227193,O-H2-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,-4.0462,0.6538999999997941,0.5275081956788199,0.745600000000195,-4.0462
IMZW10_1_WAT5,10,1,5,0,ImH,NH...O,NH...O,H6...O,1.843424201221466,167.04225091343233,N9-H6-O,NH...O;OH...pi(C3),ok,0.4224999999999999,-0.797099999999773,0.3680299227416981,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT5,10,1,5,1,Wat,NH...O,NH...O,H6...O,1.843424201221466,167.04225091343233,N9-H6-O,NH...O;OH...pi(C3),ok,-1.2838000000000003,0.3670999999999367,0.22318666048522573,0.5052000000000589,-1.2838000000000003
IMZW10_1_WAT6,10,1,6,0,ImH,OH...pi(C1),OH...pi,H2...C1,2.426489833205365,155.43253718726578,O-H2-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT6,10,1,6,1,Wat,OH...pi(C1),OH...pi,H2...C1,2.426489833205365,155.43253718726578,O-H2-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3),ok,-1.8201999999999998,0.3726999999998952,0.20957642552093603,0.5149000000001251,-1.8201999999999998
IMZW10_1_WAT7,10,1,7,0,ImH,far,far,H2...H7,5.576889129510556,,,far,ok,0.4224999999999999,-0.797099999999773,0.3680299252446275,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT7,10,1,7,1,Wat,far,far,H2...H7,5.576889129510556,,,far,ok,0.04870000000000019,0.2319999999999709,0.09974888278520666,0.36730000000034124,0.04870000000000019
IMZW10_1_WAT8,10,1,8,0,ImH,far,far,H1...H7,4.5379558287780855,,,far,ok,0.4224999999999999,-0.797099999999773,0.36802992338198237,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT8,10,1,8,1,Wat,far,far,H1...H7,4.5379558287780855,,,far,ok,-2.5412,0.25289999999995416,0.18278376646048855,0.30480000000034124,-2.5412
IMZW10_1_WAT9,10,1,9,0,ImH,OH...pi(C3),OH...pi,H2...C3,3.0078747633776244,100.08988190430081,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT9,10,1,9,1,Wat,OH...pi(C3),OH...pi,H2...C3,3.0078747633776244,100.08988190430081,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-1.1479,0.49299999999993815,0.291952913707064,0.712500000000091,-1.1479
IMZW10_1_WAT10,10,1,10,0,ImH,CH...O(C3),CH...O,H7...O,2.923520201505199,124.66214308293668,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,0.4224999999999999,-0.797099999999773,0.36802992213051766,-0.23210000000017317,-0.23210000000017317
IMZW10_1_WAT10,10,1,10,1,Wat,CH...O(C3),CH...O,H7...O,2.923520201505199,124.66214308293668,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-1.6860999999999997,0.37570000000005166,0.19586857895046705,0.5473000000001775,-1.6860999999999997
IMZW64_WAT9,64,0,9,0,ImH,OH...N3,OH...N3,H2...N3,2.064927158416974,160.83179074455145,O-H2-N3,OH...N3;OH...pi(C1);OH...pi(C3);CH...O(C1),ok,0.8637999999999999,-0.7793000000001484,0.8760600718669593,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT9,64,0,9,1,Wat,OH...N3,OH...N3,H2...N3,2.064927158416974,160.83179074455145,O-H2-N3,OH...N3;OH...pi(C1);OH...pi(C3);CH...O(C1),ok,-2.4132,0.26119999999991705,0.14322988146159332,0.36570000000028813,-2.4132
IMZW64_WAT11,64,0,11,0,ImH,OH...pi(N9),OH...pi,H1...N9,3.6584779557195644,117.3323393441245,O-H1-N9,OH...pi(N9);OH...pi(N9),ok,0.8637999999999999,-0.7793000000001484,0.8760600718669593,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT11,64,0,11,1,Wat,OH...pi(N9),OH...pi,H1...N9,3.6584779557195644,117.3323393441245,O-H1-N9,OH...pi(N9);OH...pi(N9),ok,-1.6021999999999998,0.27309999999988577,0.12285096723644529,0.40790000000015425,-1.6021999999999998
IMZW64_WAT21,64,0,21,0,ImH,noHbond-close(H-N3),noHbond-close,H2...N3,3.396772525195645,,,noHbond-close(H-N3),ok,0.8637999999999999,-0.7793000000001484,0.8760600743698888,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT21,64,0,21,1,Wat,noHbond-close(H-N3),noHbond-close,H2...N3,3.396772525195645,,,noHbond-close(H-N3),ok,-3.9181999999999997,0.6239000000000487,0.4167423035178217,0.8018000000001848,-3.9181999999999997
IMZW64_WAT22,64,0,22,0,ImH,OH...pi(C3),OH...pi,H2...C3,2.99888204931271,105.78832560601663,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.8637999999999999,-0.7793000000001484,0.8760600706154946,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT22,64,0,22,1,Wat,OH...pi(C3),OH...pi,H2...C3,2.99888204931271,105.78832560601663,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.2611000000000008,0.49179999999978463,0.2597868715674849,0.7296000000001186,0.2611000000000008
IMZW64_WAT29,64,0,29,0,ImH,OH...pi(C2),OH...pi,H1...C2,2.3952982297615883,151.92875854855134,O-H1-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,0.8637999999999999,-0.7793000000001484,0.876060073118424,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT29,64,0,29,1,Wat,OH...pi(C2),OH...pi,H1...C2,2.3952982297615883,151.92875854855134,O-H1-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-3.5135000000000005,0.511199999999917,0.38581963563046884,0.6256000000003041,-3.5135000000000005
IMZW64_WAT44,64,0,44,0,ImH,NH...O,NH...O,H6...O,1.6817911484943664,174.27742727410848,N9-H6-O,NH...O,ok,0.8637999999999999,-0.7793000000001484,0.8760600699752104,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT44,64,0,44,1,Wat,NH...O,NH...O,H6...O,1.6817911484943664,174.27742727410848,N9-H6-O,NH...O,ok,-3.3192000000000004,0.27529999999978827,0.17251615523855435,0.34130000000004657,-3.3192000000000004
IMZW64_WAT49,64,0,49,0,ImH,CH...O(C3),CH...O,H7...O,2.480067907397094,156.6112229963115,C3-H7-O,CH...O(C3),ok,0.8637999999999999,-0.7793000000001484,0.8760600725072436,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT49,64,0,49,1,Wat,CH...O(C3),CH...O,H7...O,2.480067907397094,156.6112229963115,C3-H7-O,CH...O(C3),ok,-2.5495,0.509900000000016,0.29742316479678266,0.7011000000002241,-2.5495
IMZW64_WAT50,64,0,50,0,ImH,OH...N3,OH...N3,H1...N3,1.9879252624002244,157.46006316486228,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,0.8637999999999999,-0.7793000000001484,0.8760600718669593,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT50,64,0,50,1,Wat,OH...N3,OH...N3,H1...N3,1.9879252624002244,157.46006316486228,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-4.0838,0.40630000000010114,0.3128884671095875,0.4974000000001979,-4.0838
IMZW64_WAT51,64,0,51,0,ImH,CH...O(C3),CH...O,H7...O,2.9100791971967017,139.9666320527888,C3-H7-O,CH...O(C3),ok,0.8637999999999999,-0.7793000000001484,0.8760600706154946,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT51,64,0,51,1,Wat,CH...O(C3),CH...O,H7...O,2.9100791971967017,139.9666320527888,C3-H7-O,CH...O(C3),ok,-2.9619,0.5147999999999229,0.33812744973693043,0.6894999999999527,-2.9619
IMZW64_WAT56,64,0,56,0,ImH,CH...O(C3),CH...O,H7...O,3.3531799479638726,124.96580287452433,C3-H7-O,CH...O(C3),ok,0.8637999999999999,-0.7793000000001484,0.8760600718669593,-0.03260000000045693,-0.03260000000045693
IMZW64_WAT56,64,0,56,1,Wat,CH...O(C3),CH...O,H7...O,3.3531799479638726,124.96580287452433,C3-H7-O,CH...O(C3),ok,0.06329999999999991,0.6583000000000538,0.3945727728132624,0.9203999999999724,0.06329999999999991
