variant,structure,contact_class,ref,band_bind,energy_h0_bind,scc_bind,third_bind,monopole_dipole_bind,dipole_dipole_bind,monopole_quadrupole_bind,dipole_quadrupole_bind,quadrupole_quadrupole_bind,multipole_bind,electronic_total_bind,repulsive_bind,dispersion_bind,total_bind,diff_vs_ref
baseline,IMZW64_WAT56,CH...O(C3),-0.895093214843655,43.31883203005341,17.628890409131962,0.4761920904913128,-0.055534400201742364,-0.18245308590490192,0.07083251642087392,-0.5183167387342222,-0.04610487808594323,-0.3985472684690634,-1.0745894547732564,16.974958644648325,-18.21912218088089,-0.33356947819214544,-1.5777328889216156,-0.6826396740779606
slope,IMZW1_1_WAT1,OH...N3,-7.090544614940882,11.990013028784606,3.748420313201385,1.7303863029157531,-1.0248523635985944,-0.5651506573271321,-0.44245398086736387,-0.5779142000295758,-0.3239331289536957,-1.2663218997768129,-3.1757739924564756,1.2781802600624654,-7.896299038629889,-0.7352977176871295,-7.353416433502469,-0.26287181856158703
slope,IMZW2_1_WAT1,OH...pi(C1),-3.7149982995179016,-117.05314622217197,5.946279901723448,0.0731315228810013,-0.18363424698793063,-0.005428396207277686,0.09014512450032436,-0.12005297904554087,-0.11413744723354767,-0.4364507859818433,-0.585924546718832,5.249852568146386,-7.947601828693289,-1.0768813076253776,-3.774630505420324,-0.05963220590242235
slope,IMZW2_1_WAT2,OH...N3,-5.859500398568343,7.4549760808393515,4.496923026506806,1.1311998454701768,-0.8419118910851875,-0.9022623637494167,-0.2954297033623805,-0.4434891832467256,-0.19369705166495405,-0.7996840802847425,-2.6345624450591676,2.1516485358318285,-8.228604085231812,-0.8194586608389987,-6.896414147487308,-1.0369137489189644
slope,IMZW3_1_WAT1,OH...N3,-6.5510450037545525,19.42340102668945,4.850952011843942,1.7441195360084685,-1.027470270373438,-0.7459348190348157,-0.44223221901923,-0.5957371006176002,-0.24904426579058317,-1.1694459831557933,-3.2023945131199176,2.365206764358427,-8.691941079388398,-0.7788197040268819,-7.105554019056119,-0.5545090153015666
slope,IMZW3_1_WAT2,CH...O(C1),-1.3331476696766913,133.57832471284468,7.065360280215298,0.7909583100441077,-0.10314454801406807,-0.3648400950621849,-0.021553507162277562,-0.43869287733267165,-0.12220025371483702,-0.10192115554343356,-1.0492080143173004,6.703966027927453,-8.075989263071428,-0.48118436761411754,-1.8532075400057184,-0.5200598703290271
slope,IMZW3_1_WAT3,OH...pi(C3),-3.144241372210672,-74.97813341390408,5.646031804113778,0.20322873232313074,-0.24253435700475767,-0.22629723560863818,0.02156706136691664,0.25354595600656443,-0.03178479813308642,-0.38416669660290714,-0.3671358384730437,5.239590340958792,-7.624913176528567,-1.0065239413782643,-3.391846651445156,-0.24760527923448405
slope,IMZW4_1_WAT1,OH...pi(C2),-1.6638158365094569,-148.9149284725554,10.224411835448024,0.22882685180048157,0.05893594080779575,0.6128044170479052,0.19409200612792907,-0.5965113218066993,-0.22673027989668895,-0.08279027420767235,-0.09913545273522698,10.413039175321526,-10.736132320093638,-1.0895925160376843,-1.4126855980580444,0.25113023845141247
slope,IMZW4_1_WAT2,CH...O(C3),-1.8168130258854944,14.274686796016805,9.041260355118485,0.08741514453341581,-0.0323342454285762,-0.04546852072829614,0.09320322917122346,-0.6343879819139904,0.08816865790986768,-0.4523975587443157,-0.950882237056459,8.145458954416558,-9.944975654304788,-0.6321868669318187,-2.4317035040681625,-0.6148904781826681
slope,IMZW4_1_WAT3,NH...O,-4.839185817661928,-8.62950206694137,9.016526441688875,-1.5146319794827416,0.16181706034465237,-0.8500353149816715,0.13462789059581445,-0.7162826118493327,-0.024935720476529886,-0.6709651326514439,-2.1275909521141108,5.536120570436567,-10.066064776993901,-0.6793149619661694,-5.209259105770954,-0.37007328810902607
slope,IMZW4_1_WAT4,OH...pi(N9),0.6490371114923619,4.681446705423886,9.532687246123631,0.4818426250524102,0.1425560335439702,-0.08128268269623627,0.049067915071521674,0.6359857465368494,0.07722915974663085,-0.06650376781594332,0.6144963080918758,10.771582212811358,-9.7568740418691,-0.6023308446691603,0.4123773890244525,-0.2366597224679094
slope,IMZW5_1_WAT1,NH...O,-3.875050291826483,-59.156243947406345,11.60760775127553,-1.2361390078291132,0.5488786464042544,-0.5649998668005147,0.18824700638082087,-1.6405873753922688,-0.13854461648007413,-0.7875140360428691,-2.943398951085852,7.976948376013768,-11.795690726679934,-0.7347310138811034,-4.553473239044718,-0.6784229472182348
slope,IMZW5_1_WAT2,OH...pi(C3),-1.7952964444993995,-109.54882925964131,12.632267092959095,0.15407842525766646,0.017590094573147308,-0.0037504358736330703,0.12267722366607209,-0.7693492682933745,-0.1093611588717164,-0.44564762758465926,-1.2054313297082593,11.59850428308164,-13.490852914786194,-0.7678374724684612,-2.6601860414210843,-0.8648895969216848
slope,IMZW5_1_WAT3,OH...pi(C2),-3.532646345585817,-119.19927248638042,9.630934396447012,0.029636331195791038,-0.17865527306597698,0.0009712591639548784,0.15589155113202147,-0.15161978038733773,-0.16148429207055667,-0.4604400339186445,-0.6166814215824573,8.86523403299403,-11.334039662227298,-1.1169088192059673,-3.5857144484384404,-0.05306810285262342
slope,IMZW5_1_WAT4,OH...N3,-5.49856867158087,31.462927314019893,8.319371950133295,1.2139991558142766,-0.9071794024862802,-1.130044600528425,-0.24965527176547878,-0.5745068863363605,-0.07933959960979994,-0.7704578892812017,-2.8040042475212665,5.822187455940391,-11.415400093347362,-0.8251218083405233,-6.418334445746134,-0.9197657741652643
slope,IMZW5_1_WAT5,CH...O(C3),-2.06423366110539,46.81030283861262,9.560990056935928,0.3361815491288843,-0.11033812837188495,-0.32931232841820696,0.07456971184460391,-0.5004116971560431,-0.12349104070298479,-0.21243122151121246,-1.0910766386947912,8.69575677624672,-10.840136995343785,-0.4502724351594531,-2.5946525287534765,-0.5304188676480863
slope,IMZW6_1_WAT1,OH...N3,-5.310838453762699,38.08533907315118,8.160161940649788,0.93103712443732,-0.7638232316119324,-1.2037817955537895,-0.1692928317129561,-0.5109916323906415,-0.03745961731082863,-0.6202107231174292,-2.5417366000856454,5.785639233389807,-10.977737084563513,-0.8278046623459326,-6.019902388016775,-0.7090639342540763
slope,IMZW6_1_WAT2,OH...pi(C1),-3.4746711456100456,-136.40022440104815,10.596890917093079,0.17887308160442833,-0.20013605188021039,0.09234529821828431,0.1727809686264302,-0.14996704593455007,-0.16210100838166588,-0.4490496701982934,-0.49599158317169223,10.079636363645937,-12.32652358113097,-1.1329253082710065,-3.379812463004113,0.09485868260593255
slope,IMZW6_1_WAT3,CH...O(C3),-1.5004914331366308,-13.836842939001745,11.15350895159521,0.19047905758006595,-0.013432718805584066,-0.19687846194750663,0.09085998329317697,-0.38404621478388673,-0.014303137197057315,-0.2794762789994838,-0.783844172385707,10.546711055233803,-12.07882024033549,-0.5013781244970473,-2.033487246846955,-0.5329958137103241
slope,IMZW6_1_WAT4,NH...O,-3.205808919563424,-121.60927526956503,14.007308962427496,-1.143434083931244,0.7627796833565657,-0.4464278728647106,0.21594803560765227,-1.611544605407996,-0.11474575491770445,-0.9857016082551652,-2.9424718685888727,10.684182693264429,-13.74345541029849,-0.7675335068792254,-3.8268060984110654,-0.6209971788476416
slope,IMZW6_1_WAT5,CH...O(C3),-1.257300040422706,-104.57590220723283,12.357660538482733,0.43828781996716487,0.016172550671238694,0.08852985236313846,0.13086609680070105,-0.6263600022085112,-0.13911728162610415,-0.2737445447124448,-0.819826004885116,11.992294966986627,-13.131300716560032,-0.6443078399328216,-1.7833135267541604,-0.5260134863314545
slope,IMZW6_1_WAT6,OH...pi(N9),-2.1245750574744307,-5.277848464075443,11.206643630066322,-0.018730279287519885,-0.11307978001501416,-0.2970469207789356,0.09744130265715044,-0.34559538350782804,0.08872105449988543,-0.5449865816423259,-1.001466654273949,10.073366979241117,-12.464196900706284,-0.584593599124345,-2.975423457837282,-0.8508484003628514
slope,IMZW7_1_WAT1,NH...O,-2.964502679533325,-108.10113133122029,13.030159178787047,-1.0047049796657967,0.8020418843825878,-0.5020066379862691,0.17603422874376307,-1.4977778280207776,-0.0969894958358253,-0.912008401643933,-2.8327481974939888,9.994747948760692,-12.960262906501614,-0.7378890808112208,-3.703403975800694,-0.7389012962673687
slope,IMZW7_1_WAT2,CH...O(C3),-1.5877129225991666,141.06806726583284,10.903885808314811,0.8053759049692338,-0.1726084035210627,-0.6915788816253641,-0.014757391305331718,-0.11037439841948647,-0.09505168382897106,-0.0988397075201006,-1.0106020626992525,10.526051247063892,-12.294168816142593,-0.5863228269820212,-2.3544403960600153,-0.7667274734608487
slope,IMZW7_1_WAT3,OH...N3,-5.781631879450288,-9.581214624533452,9.51896342567226,1.722986334691918,-0.9386279182922163,-0.634596126806537,-0.3775829927029316,-0.5540690282680202,-0.30315239970872726,-1.2051110488726962,-3.0745116591098616,7.228810120210942,-12.878515051032254,-0.788792586596272,-6.4384973919146145,-0.6568655124643268
slope,IMZW7_1_WAT4,CH...O(C3),-1.0469666495919228,-115.84965458699942,12.583688698028434,0.5133196925394192,0.052038795925526134,0.11756973580383051,0.09775311211481232,-0.6572681068553844,-0.12124662756710335,-0.2254325275533791,-0.788624476808172,12.360422709685698,-13.351667046374573,-0.6269022958959967,-1.6181465698331803,-0.5711799202412575
slope,IMZW7_1_WAT5,OH...pi(N9),-2.375585097150178,-18.37172068779475,11.082985107084811,-0.099449709479835,-0.11184264508689898,-0.33196512471980877,0.07196429250829371,-0.3588252912513952,0.06975803194843558,-0.5150591488015187,-1.0641273030669391,9.807565512202448,-12.47464556095893,-0.5821313774500164,-3.2492114262061076,-0.8736263290559294
slope,IMZW7_1_WAT6,OH...pi(C1),-3.3630167640803847,-131.56368044598585,10.422062887060237,0.1579765141105455,-0.19391774674698184,0.1035093192713407,0.14188340613872152,-0.1783343019699942,-0.1511854183293909,-0.3372998337626079,-0.42142689140288014,9.96469470027057,-12.292559630847295,-1.1363754808613,-3.464240348686139,-0.10122358460575409
slope,IMZW7_1_WAT7,CH...O(C3),-1.5324665272783022,-15.174588469123993,11.112020409706599,0.19285060413539226,-0.01145964076628763,-0.2192522494942791,0.059272662391578065,-0.2864694328312857,0.00664400756043265,-0.22770248032485452,-0.6675075554493571,10.625903817625902,-12.17495205622217,-0.5084589414023756,-2.057507054495074,-0.5250405272167717
slope,IMZW8_1_WAT1,CH...O(C3),-0.4082415750599466,13.491803340636151,9.490423604532062,0.6996381113026535,-0.0023632634302688522,-0.20597188998899726,0.010214724720693654,0.038694493204836956,-0.0585935716387472,-0.19425264855328978,-0.4099090177573973,9.777789434646547,-10.12583982347042,-0.530143033286205,-0.8781932966068606,-0.469951721546914
slope,IMZW8_1_WAT2,CH...O(C3),0.3565856685163453,15.937942072646214,9.05798768691645,0.6144958688352435,0.021520500163941542,0.17158976739181622,0.06410643062123353,0.06652585614943134,0.02545021549431414,0.009851333984263277,0.3375234781391662,10.031527534054556,-9.364162486006911,-0.31105807781771094,0.35630703298093225,-0.0002786355354130743
slope,IMZW8_1_WAT3,CH...O(C3),-0.9820416831062176,54.88331764402565,7.796811553079337,0.425771767001291,-0.04980285416754456,-0.37243898378929935,-0.008280615019736898,0.045826389381353895,0.04391637604420088,-0.23740911062440012,-0.5283860695097775,7.6443943964037535,-8.895040858514616,-0.562773839692223,-1.8134202390514365,-0.8313785559452188
slope,IMZW8_1_WAT4,OH...pi(N9),1.0002013956545852,-232.29616826155643,10.892056878224112,0.719552187212993,0.24199714614401222,0.4423579091668845,0.08188923335386547,-0.06372484211005619,0.012650151740480219,0.08573912947913764,0.5589115188793634,12.41251773045999,-10.7473868907638,-0.7170275283459928,0.9481033741022837,-0.05209802155230148
slope,IMZW8_1_WAT5,NH...O,-4.445593608659692,-12.44942827698106,8.125800525865724,-1.2471332875694356,0.19127229230622692,-0.8069051455575242,0.08939142287102678,-0.9329307597771974,-0.06509356577488237,-0.4415631684179836,-2.1571012166565597,4.912838376696545,-9.011142096647253,-0.719639160026096,-4.817942879975791,-0.3723492713160992
slope,IMZW8_1_WAT6,CH...O(C3),-1.0061392222123686,-41.7163745148401,8.751052220841254,0.5530214012010757,-0.0006040406197331124,-0.29123919509458696,0.009743716109461837,-0.17410595488091443,-0.042082730610041114,-0.26701852166375145,-0.7647027488907779,8.538766832531266,-9.743691636592718,-0.5267093014441316,-1.7316340427534185,-0.7254948205410499
slope,IMZW8_1_WAT7,noHbond-close(HH-H7),-0.6142453977954574,175.93735910223683,8.005520764896135,0.9219874338061705,-0.03832940819282746,-0.5067747059739901,-0.048912229971007005,0.4261987244474433,0.10587208069403067,-0.1400589223428824,-0.16367511589735464,8.725503674611893,-8.825711164533168,-0.6925714761114371,-0.792778903280408,-0.17853350548495062
slope,IMZW8_1_WAT8,OH...N3,-6.852989304636139,30.108750636571422,6.011265033860886,1.8651934729683108,-1.2456628446188667,-0.7878540834268634,-0.4586484943701949,-0.8846385719175124,-0.3619434485789621,-0.9319001382169958,-3.424984736510528,3.2058109256999474,-9.570406087598203,-0.7615512708101394,-7.126146369956446,-0.2731570653203068
slope,IMZW9_1_WAT1,CH...O(C3),0.1917670125840231,-89.82165001804458,11.717123151976077,0.6647881803925585,0.04074833171344618,0.01047670992611528,0.04760500223463834,-0.021253306629885525,0.018252556324915615,-0.16297130127124387,-0.10789040216640562,12.314769199164713,-12.230168560124362,-0.3418349074826101,-0.25723420569125716,-0.4490012182752803
slope,IMZW9_1_WAT2,CH...O(C3),-1.5675998182559852,29.1451106926507,9.498912678199222,0.1899483728178497,-0.11806145222770639,-0.45645767054339814,0.014186169431092003,-0.09844343528722987,-0.031399381814116806,-0.18888053994583515,-0.7609949836613848,8.809804615127959,-10.858049692537579,-0.5455194626877,-2.5937644773458737,-1.0261646590898885
slope,IMZW9_1_WAT3,OH...pi(C3),-0.1512302871269639,-114.86133708000006,10.629911344131584,0.4000778268272515,0.10663739124859829,0.6303008244565749,0.1413435597381852,-0.5448085572045337,-0.057142267727134044,-0.08879077080245305,0.08090278846063628,11.217529350667657,-10.798132389663294,-0.9153584864731136,-0.4959614627159984,-0.3447311755890345
slope,IMZW9_1_WAT4,NH...O,-3.0261837954749358,-141.28655608730037,11.562616765256346,-1.0307271700457166,0.7437325117846438,-0.41209036619113554,0.15403086003952968,-1.3890365230075408,-0.05661785805965948,-0.8902391567244732,-2.5939531694451743,8.681668937550537,-11.428440367727848,-0.7788253516121487,-3.5255967817886362,-0.49941298631370046
slope,IMZW9_1_WAT5,OH...N3,-6.632741648762021,30.633558019550982,8.212173502664927,1.969611802463779,-1.2620729076260382,-0.7727482361105846,-0.4610738184874485,-0.8464218644262267,-0.36283526504350055,-0.979883905170179,-3.422963151988887,5.4967493082645715,-11.746522159088748,-0.7644853796089638,-7.014258230432435,-0.3815165816704136
slope,IMZW9_1_WAT6,CH...O(C3),-2.023824719770346,-73.91907720314934,11.317663547482637,0.48278269699550663,-0.16526221285915335,-0.4920052664867565,0.002503323544879669,-0.1303379848273298,0.00024039887951356922,-0.31604577412135487,-0.9356453030110471,10.699538603105939,-12.614004872989181,-0.5720435978959256,-2.486509742276369,-0.4626850225060233
slope,IMZW9_1_WAT7,CH...O(C3),-1.6784349529771134,1.2917889952765247,10.937211455962231,0.6102669569876367,-0.0283157375076234,-0.4282755925537503,0.00938547095071924,-0.439455238592711,-0.05905278307186655,-0.3751567273214672,-1.2925548705890753,10.22660780485251,-12.041343178261284,-0.5021971498625946,-2.3169324605195345,-0.6384975075424211
slope,IMZW9_1_WAT8,noHbond-close(HH-H7),-0.2472369826864451,30.847474179481107,10.168252184806759,0.5942916952950468,-0.10451791524900228,-0.1678281618495451,0.04016612842341009,-0.05972704200174746,-0.023218352547914007,-0.0813557875499637,-0.2919633410276553,10.366062686576148,-11.075915020592273,-0.18476244627134883,-0.8946147175354313,-0.6473777348489862
slope,IMZW9_1_WAT9,CH...O(C3),-0.8024659333168529,84.51725871897918,10.345193792250015,0.40145815941735047,-0.06169792375788447,-0.3231259635172085,0.010526722431198086,0.16376164945382618,0.04029853292243745,-0.197682929093255,-0.30622211330489607,10.378731914603982,-11.402665353329752,-0.5085269634293638,-1.5324603394023653,-0.7299944060855124
slope,IMZW10_1_WAT1,CH...O(C3),-1.6550008312624414,-82.62295131645125,13.733019362985958,0.5419919809302025,-0.07687461689378533,-0.3569644119060611,0.03955135739167065,-0.24598007427778604,-0.014811357120100973,-0.35582447819547713,-0.9340290268587027,13.264107700163324,-14.628815869114975,-0.599840761574183,-1.964548805022422,-0.30954797375998067
slope,IMZW10_1_WAT2,CH...O(C3),-0.941570890659932,39.781581456066604,10.558162475625997,0.47447980538943935,-0.027044528815066127,-0.21719332815893067,0.04869887674982532,-0.23179440685427324,-0.051308186644874604,-0.14938270911230245,-0.6009798167715025,10.404617872677598,-11.531051281685167,-0.38093483455863947,-1.5073681808144672,-0.5657972901545352
slope,IMZW10_1_WAT3,noHbond-close(H-N3),-0.7017840474727564,96.46265914995783,12.06968156886057,0.832128516376966,-0.044068484340713594,-0.33454945973779004,0.02672977006287603,-0.2597894870206502,-0.12669014675270593,-0.2138265515777393,-0.9081259377769566,11.949615725870554,-12.699457795397185,-0.35685497425378415,-1.1066969182776263,-0.40491287080486993
slope,IMZW10_1_WAT4,OH...N3,-6.437108650046866,33.161604370942314,9.512116105043052,2.290012994342707,-1.261394381631734,-0.7466103957345921,-0.47865845372817123,-0.7334968909984639,-0.28541609542812346,-1.217623211279831,-3.4618051099201286,7.078929607833634,-13.188589444998428,-0.7591516745813224,-6.868811448994071,-0.43170279894720487
slope,IMZW10_1_WAT5,NH...O,-3.6087851047341246,-45.624544558424816,12.123025709993621,-1.2883650525816985,0.748701382804065,-0.7942274461511326,0.18095296175620626,-1.3686548897880766,-0.11807626145129436,-0.9029016076506434,-3.002907243284943,8.58045479693163,-12.058551182315675,-0.7113155606073862,-4.189411820489453,-0.5806267157553284
slope,IMZW10_1_WAT6,OH...pi(C1),-3.12829907858395,-67.98044312786115,10.72899860413924,0.34604160549483814,-0.25358624211479913,-0.17489856209760357,0.08096936721583647,0.19490801944800107,0.003656058448733841,-0.5160259526482079,-0.41139113238418534,10.410062835135177,-12.584131217710278,-1.0442690127488439,-3.2183373325719287,-0.09003825398797849
slope,IMZW10_1_WAT7,far,-0.0028991810104344,6.957617217273638,10.410904388090248,0.6061378818973538,-0.023246527723299184,-0.07525319516375376,0.060163725844747815,-0.13159093299419133,-0.012706627593145971,-0.20667162580352538,-0.36605878121176355,10.627736961052562,-11.121554286648447,-0.060452317451869506,-0.5542695802950912,-0.5513703992846568
slope,IMZW10_1_WAT8,far,0.5603553811670281,37.67962445421995,10.521486994153575,0.6984645430842583,-0.045927418406678494,-0.06476167601405043,0.0532312521790881,0.07937580690645293,0.028752609603466043,-0.08170744385922993,0.014890486064779147,11.188914667646584,-11.12611897881564,-0.07431638626992496,-0.011520634686221541,-0.5718760158532497
slope,IMZW10_1_WAT9,OH...pi(C3),-1.5699375307594892,14.393609944254754,12.999771844252043,0.34110360794153877,-0.055214935128496755,-0.07879052881999472,0.06680283883128288,-0.5022494214017839,0.1392763552777791,-0.4841120758163062,-0.8590729574309172,12.426587559635008,-13.904180290403552,-0.6908738119803065,-2.1684664799975426,-0.5985289492380534
slope,IMZW10_1_WAT10,CH...O(C3),-1.0042522083385848,-142.04126794410055,12.59787078864873,0.37677607827023635,0.09597694654847701,0.007824729386829783,0.07851047134172018,-0.5896135494149554,-0.01568892911957826,-0.3567768493242639,-0.8757442526321434,12.194879623586054,-13.200366480056692,-0.6022508999621646,-1.6077376936816252,-0.6034854853430405
slope,IMZW64_WAT9,OH...N3,-4.931276476272615,2.4391216700682903,13.621892831711211,0.7671482160621507,-0.579254685768069,-0.5872035365288687,-0.08442688166697701,-0.639850640138552,-0.3704009585194372,-0.7667861430956153,-2.448668222700399,11.361118139304363,-16.42232002422654,-0.7855839424025454,-5.84678570182163,-0.9155092255490151
slope,IMZW64_WAT11,OH...pi(N9),0.5333772340381984,-127.57499491278735,16.359245344682357,0.8150409941415969,0.0589980642457285,0.20041956066059188,0.11625830375398602,-0.5019055462099976,-0.051587930368411944,-0.13010768885034904,-0.3669233637651281,16.86636103930468,-16.485051581590092,-0.458121260910087,-0.07681174044400639,-0.6101889744822048
slope,IMZW64_WAT21,noHbond-close(H-N3),-0.0548242150980513,91.62853179663043,18.63529763374745,0.9313977541320633,-0.11333574112948443,-0.3860708113510039,0.0487198355662591,-0.18804375606217213,-0.07068994626836675,-0.14754661639119362,-0.7436313572574252,18.709728289492407,-19.189670000095962,-0.30979352072557936,-0.7897351058255905,-0.7349108907275392
slope,IMZW64_WAT22,OH...pi(C3),1.0002054756914731,45.27146706570334,17.472600828740497,0.6387808619871723,0.07450790216140904,-0.31905399178906557,0.044545015035316944,0.7771577451848256,0.10839849658755613,-0.2478682502852419,0.36317901473338976,18.549068670373313,-17.575002656541244,-0.6047834026975882,0.3692826111348282,-0.6309228645566449
slope,IMZW64_WAT29,OH...pi(C2),-0.9646064032567664,-170.53123992054483,17.041552648326782,0.45911592617742775,-0.11972460333776323,0.5712774088280943,0.2016772151485092,-0.39191374031684756,-0.08039670206980659,-0.250250464501626,0.050393654337373965,17.431337625503716,-17.4442729803002,-1.192922869607022,-1.2058581616517097,-0.24125175839494328
slope,IMZW64_WAT44,NH...O,-3.1803611607465427,40.15182089364751,17.927854559606413,-1.7061813799727128,0.9607663270352675,-1.5641336291027381,0.27220476196498816,-1.1731422649618155,-0.16576528720450998,-1.1430799803350333,-3.7739164623900545,13.408522981528707,-16.318331915226484,-0.714063487345256,-3.623872421042268,-0.4435112602957254
slope,IMZW64_WAT49,CH...O(C3),1.2040085002663543,-21.499620413701617,18.375612689805333,0.8747475165835434,0.15689970785305152,0.022460007348508615,0.09097870808566938,-0.20133735601735686,-0.04407984226219434,-0.21793190680990157,-0.3499103896552758,19.05734946183555,-18.417399926204627,-0.5098265983010958,0.13012306283330674,-1.0738854374330475
slope,IMZW64_WAT50,OH...N3,-3.541449673473835,-42.12245283826249,15.085203760604243,1.0271954839747495,-0.5812130173347252,-0.33982430437676464,-0.13510184850157442,-0.13472885687019126,-0.23769255665383432,-0.7669649205447767,-1.6143126124490357,13.916873614795616,-17.50962514272936,-0.8038685017106378,-4.396619966892876,-0.8551702934190413
slope,IMZW64_WAT51,CH...O(C3),0.8374106721312273,160.0414014922172,18.37828236611197,0.8637383648686832,0.0437744961521152,0.18443350580504494,0.12309037590379515,-0.24951006607318038,-0.015095618911851611,-0.12992251080455164,-0.08700437683169282,19.19879085030062,-18.356139502052045,-0.3127273157696664,0.5299240952308535,-0.30748657690037384
slope,IMZW64_WAT56,CH...O(C3),-0.895093214843655,43.11557292627174,17.617894058610112,0.4903501474979715,-0.04638098225453085,-0.3086493199505728,0.08205539786259744,-0.5271160530852195,-0.038457922133115593,-0.3990572454186334,-1.1912252054758923,16.870638018377413,-18.21912218088089,-0.33356947819214544,-1.6820535779432009,-0.7869603630995459
